case_id,Ta,Twa,Tb,Ts,Tt,Tad,theta,Nu,f,delta_p,delta_T,Q_total,image_complete,failure_reason
30410,0.042162581296706,0.4244385303052607,0.1054808176360939,0.7659151307659956,0.5171311174006717,0.039723382441083,5.623078173328199,28.901273,0.096095,1.4414250000000006,22.901981,1720.930676042,True,
30411,0.0185756362091743,0.4656658939800939,0.1285463739385891,0.7535652914129816,1.0427408368401407,0.3114273989500383,8.195479396439293,27.889108,0.079598,1.1939739999999999,28.807479,2088.878741701,True,
30412,0.0041583238410151,0.4888668857487078,0.124599026899861,0.9942411019552024,1.0919168744361336,0.835557762615654,1.333455190358297,32.026718,0.070977,1.064661,24.286304,2022.307572957,True,
30413,0.0318664628650247,0.3607518233789563,0.1158373249454101,0.8397916008813666,1.0551964240880216,0.0616531118857588,-6.827628354626212,32.976089,0.094886,1.4232900000000006,21.992608,1885.598531552,True,
30414,0.0011244964601068,0.5223052122428766,0.1330208384550878,1.4692707482751386,0.8558702020242712,0.6109347526638154,-1.8372257075562857,43.86231,0.099987,1.4998110000000011,18.931983,2159.04133576,True,
30415,0.0265039726614827,0.4445764470725032,0.1266284516912814,0.6902066764846962,1.098409051105047,0.714553365406404,4.268000308448528,26.566982,0.065805,0.9870790000000005,29.813168,2059.319324195,True,
30416,0.0238808329406833,0.2838961059846926,0.1076868451175218,0.8379854002284797,1.0284102861447524,0.8791874832786329,-0.6004019162875025,29.866141,0.068024,1.0203619999999995,22.563337,1752.087513165,True,
30417,0.0259673413707491,0.5666665047797883,0.1309801146164234,1.357430796740791,0.5643055130998098,0.5049641513932049,-9.347713402607033,39.967254,0.145247,2.1787080000000003,20.481765,2128.359702436,True,
30418,0.0187313640437042,0.5754908090738278,0.1448393458489373,1.3173872815689531,0.8883426569320719,0.7270342127082741,6.410800970696101,39.927787,0.109046,1.6356900000000003,22.649296,2351.274239529,True,
30419,0.0136034336848258,0.3431729169883675,0.1114682235847683,0.6382786283842001,1.049302083209685,0.1311327009949696,3.3803717811246354,24.64108,0.059802,0.8970279999999997,28.272896,1811.354175842,True,
30420,0.0027728243328183,0.4038195531966962,0.1416498607243713,1.443062499506934,0.8637374386324588,0.1236664576630603,-1.2444473070594402,44.354072,0.111711,1.6756580000000003,19.931674,2298.532296764,True,
30421,0.0374265469563311,0.5940907111387863,0.1421562814553272,0.8749657811615523,0.5782453430102343,0.7413004251734272,2.1054349475367182,38.358194,0.12545,1.881748,23.181443,2311.915540332,True,
30422,0.0166088442514418,0.2987431630730677,0.1364982056106003,1.477144160269384,0.8696414361567295,0.4732326326471467,-9.926088896962174,44.865701,0.135194,2.0279100000000003,19.004766,2216.92161814,True,
30423,0.0278768454464864,0.4064189637387345,0.1489281390252161,0.7731000427856418,0.8618687387259625,0.1658376481690102,-1.7397998467314435,36.930377,0.10962,1.644305000000001,25.193122,2419.017927747,True,
